name,kd_differential,str_differential,td_differential,sub_differential,winrate,winstreak,losestreak,totalwins,totalfights,titlefights,titlewins,age_deviation,opp_avg_elo,elo,dob,kowin,koloss,subwin,subloss,udecwin,udecloss,mdecwin,mdecloss,sdecwin,sdecloss
Paul Kelly,-0.09090909090909091,9.181818181818182,-0.6363636363636364,-0.45454545454545453,0.6363636363636364,0,1,7,11,0,0,517,1013.7226523669892,1040.6097965097654,"Sep 12, 1984",1,2,3,0,2,3,0,0,0,0
John Kelly,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,2379,976.7347507644877,1030.5304984710244,"Aug 02, 1978",0,0,1,1,0,0,0,0,0,0
Daniel Kelly,-0.2727272727272727,-8.818181818181818,0.8181818181818182,0.2727272727272727,0.6363636363636364,0,3,7,11,0,0,5693,1037.50595944548,1044.5423363813143,"Oct 31, 1977",3,1,1,1,2,2,0,0,0,1
Tim Kennedy,-0.1875,12.6875,1.375,0.5625,0.75,0,2,12,16,1,0,4490,1042.1989115418303,1106.965683282372,"Sep 01, 1979",4,2,4,1,1,4,0,0,0,0
Steve Kennedy,0.0,-20.333333333333332,-0.3333333333333333,-0.6666666666666666,0.0,0,3,0,3,0,0,2815,1006.1014891485784,952.9547808297775,"Mar 07, 1983",0,0,1,1,0,1,0,0,0,0
Jeremy Kennedy,-0.2,-4.2,4.8,0.0,0.8,0,1,4,5,0,0,153,1004.3504773333995,1044.0368800491315,"Sep 16, 1992",0,1,0,0,1,3,0,0,0,0
Waylon Kennell,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1113.68559119324,977.6576001744469,--,1,1,0,0,0,0,0,0,0,0
Casey Kenney,0.0,4.2727272727272725,-1.0,0.45454545454545453,0.6363636363636364,0,2,7,11,0,0,1973,1037.1994285670971,1049.53468784389,"Mar 20, 1991",0,0,1,0,3,4,0,0,2,1
Maimaitituoheti Keremuaili,0.0,-3.0,-1.0,0.0,0.0,0,2,0,2,0,0,2281,1023.2652492355122,969.4695015289755,"Mar 18, 1991",0,0,0,0,1,1,0,0,0,0
Aurelijus Kerpe,-1.0,-11.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1052.968614434795,972.2371501917489,--,1,1,0,0,0,0,0,0,0,0
Mark Kerr,0.09090909090909091,3.090909090909091,1.1818181818181819,0.3181818181818182,0.7272727272727273,0,4,16,22,4,4,5735,1012.7792450494691,1087.7832001282518,"Dec 21, 1968",2,4,5,4,1,2,0,0,0,0
Will Kerr,-1.0,-8.25,-0.5,1.0,0.25,0,1,1,4,0,0,1158,1024.9130867443278,974.0771630102952,"Oct 21, 1982",2,1,0,1,0,0,0,0,0,0
Ron Keslar,0.0,-1.0,0.0,0.25,0.25,1,0,1,4,0,0,1825,1037.430866075716,977.7668378118525,--,1,1,1,0,0,1,0,0,0,0
Rustam Khabilov,-0.07142857142857142,-1.2142857142857142,3.0714285714285716,-0.14285714285714285,0.7857142857142857,1,0,11,14,0,0,2933,1043.0702447392057,1118.9715246017504,"Nov 04, 1986",2,1,1,0,7,1,0,0,0,2
Adam Khaliev,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Apr 16, 1984",0,0,0,0,0,0,0,0,0,0
Sergey Khandozhko,0.75,15.5,-1.5,0.0,0.75,1,0,3,4,0,0,1806,1022.4306344257435,1034.7090135964886,"May 19, 1992",0,1,0,0,2,1,0,0,0,0
Sergei Kharitonov,0.45,4.4,-0.15,0.15,0.75,0,1,15,20,0,0,2220,1047.1649492817446,1128.6851581618096,"Aug 18, 1980",6,4,4,4,0,1,0,0,1,0
Alfred Khashakyan,-2.0,-1.0,1.0,0.0,0.0,0,2,0,2,0,0,1468,1023.2652492355122,969.4695015289755,"Jul 17, 1988",1,1,0,0,0,0,0,0,0,0
Aliaskhab Khizriev,0.0,6.5,1.5,1.0,1.0,4,0,4,4,0,0,2412,977.74948613926,1058.4044290913662,"Aug 24, 1990",0,0,2,2,0,0,0,0,0,0
WonBin Ki,0.2,13.8,-0.8,-0.8,0.4,0,3,2,5,0,0,2669,1009.6944555671253,982.726984954414,"Feb 11, 1991",1,2,0,0,0,0,0,0,0,0
Pannie Kianzad,-0.45454545454545453,11.0,-0.36363636363636365,-0.45454545454545453,0.45454545454545453,0,1,5,11,2,0,2424,1025.885152455238,1005.084212328852,"Dec 08, 1991",0,0,1,1,2,7,0,0,0,0
Akira Kikuchi,0.0,49.0,2.0,-5.0,0.0,0,2,0,2,0,0,1311,1130.8957500898532,979.1033375368352,"Jul 23, 1978",0,0,0,0,0,0,0,0,1,1
Katsunori Kikuno,-0.18181818181818182,2.909090909090909,0.36363636363636365,-0.18181818181818182,0.5454545454545454,0,2,6,11,0,0,3258,1018.5533078363388,1013.5990069854996,"Oct 31, 1981",3,3,2,0,2,0,0,0,1,0
Sanae Kikuta,-0.1111111111111111,-6.777777777777778,2.2222222222222223,1.1111111111111112,0.5555555555555556,3,0,5,9,0,0,3715,1014.5227356498094,1041.7704115655933,"Sep 10, 1971",0,1,1,2,3,1,0,0,0,0
Jacob Kilburn,-0.25,-36.5,-1.25,-1.5,0.0,0,4,0,4,0,0,209,1018.7846946274585,940.8612214901656,"Jun 28, 1995",0,0,1,2,0,1,0,0,0,0
Dong Hyun Kim,0.10526315789473684,6.421052631578948,1.3157894736842106,0.15789473684210525,0.7368421052631579,0,1,14,19,0,0,3871,1046.974956326788,1134.1650760916782,"Nov 17, 1981",4,4,0,1,4,3,0,0,1,1
Jin Oh Kim,0.0,-10.0,-1.0,-1.0,0.0,0,2,0,2,0,0,1825,1025.1544140725716,969.6466064233946,--,0,0,1,1,0,0,0,0,0,0
Dae Won Kim,0.0,-5.666666666666667,1.6666666666666667,-0.6666666666666666,0.0,0,3,0,3,0,0,1825,1016.7375481685168,954.3224618149136,--,0,1,1,1,0,0,0,0,0,0
Jong Wang Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Jong Won Kim,-1.0,-26.0,2.0,0.0,0.0,0,2,0,2,0,0,1825,981.9116017943653,965.5907406066065,--,1,1,0,0,0,0,0,0,0,0
Min Soo Kim,0.0,-3.0,-1.0,0.0,0.0,0,2,0,2,0,0,2694,1023.2652492355122,969.4695015289755,"Jan 22, 1975",1,1,0,0,0,0,0,0,0,0
Jong Man Kim,1.0,-25.0,0.0,-3.0,0.0,0,2,0,2,0,0,2501,997.46082224244,967.0465564866934,"Mar 03, 1978",0,0,0,0,1,1,0,0,0,0
Ji Yeon Kim,0.09090909090909091,0.18181818181818182,-0.9090909090909091,-0.36363636363636365,0.2727272727272727,0,5,3,11,0,0,3135,1004.7453263973662,928.4406533984135,"Oct 18, 1989",0,1,0,0,3,3,0,0,3,1
MinWoo Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 21, 1993",0,0,0,0,0,0,0,0,0,0
HanSeul Kim,0.0,-6.5,0.0,1.5,0.5,0,2,2,4,0,0,2905,1001.0193555806808,997.3249513256827,"Jun 19, 1990",1,1,1,1,0,0,0,0,0,0
KyeungPyo Kim,0.0,3.5,2.0,0.0,0.5,0,2,2,4,0,0,2100,1001.0193555806808,997.3249513256827,"Jan 29, 1992",1,1,0,0,0,0,0,0,1,1
Sangwook Kim,-0.3333333333333333,-16.0,0.0,0.6666666666666666,0.6666666666666666,0,1,2,3,0,0,1781,995.5269342599435,1013.8830596644254,"Oct 17, 1993",0,0,1,1,0,1,0,0,0,0
SangWon Kim,0.6666666666666666,-1.6666666666666667,-2.3333333333333335,0.0,0.6666666666666666,0,1,2,3,0,0,1827,1010.4982507870818,1016.0299575908123,"Sep 01, 1993",1,1,0,0,0,1,0,0,0,0
So Yul Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"May 25, 1997",0,0,0,0,0,0,0,0,0,0
Jeremy Kimball,0.16666666666666666,-3.8333333333333335,0.0,-0.16666666666666666,0.16666666666666666,0,3,1,6,0,0,937,1016.2017019694816,943.9737139695386,"Jan 03, 1991",3,2,0,1,0,0,0,0,0,0
Rob Kimmons,-0.25,-18.0,0.125,0.75,0.5,0,2,4,8,0,0,1864,994.3204918506509,991.7211786426708,"Jan 30, 1981",0,2,2,3,1,0,0,0,0,0
Dustin Kimura,-0.5,-22.75,-0.5,1.5,0.5,0,3,4,8,0,0,212,1002.0731129528131,992.5038278420593,"May 21, 1989",0,0,3,2,1,2,0,0,0,0
Taiei Kin,0.0,6.75,-2.25,-0.5,0.25,0,1,1,4,0,0,4732,1088.7935554621583,984.3931777999582,"Jul 08, 1970",1,0,1,1,1,0,0,0,0,0
Mike King,1.0,27.0,-2.0,1.0,0.0,0,2,0,2,0,0,2182,1023.2652492355122,969.4695015289755,"Aug 04, 1983",0,0,1,1,0,0,0,0,0,0
Kyle Kingsbury,-0.09090909090909091,-10.363636363636363,-1.0,-0.5454545454545454,0.36363636363636365,0,5,4,11,0,0,2689,1020.8965501574348,961.3823199756074,"Mar 22, 1982",2,1,0,1,4,2,0,0,0,1
Yusaku Kinoshita,0.25,4.0,-1.0,0.0,0.5,0,2,2,4,0,0,720,997.1931562733616,996.6640117789036,"Aug 21, 2000",3,1,0,0,0,0,0,0,0,0
Kamuela Kirk,0.0,-41.0,-0.4,0.6,0.2,0,2,1,5,0,0,1553,1021.6594086709825,958.8591378547384,"Apr 13, 1994",1,1,1,0,0,2,0,0,0,0
Yurij Kiseliov,0.0,7.0,-1.0,-2.0,0.0,0,2,0,2,0,0,1825,1179.1700828630828,982.8764147788904,--,0,0,1,1,0,0,0,0,0,0
Justine Kish,0.0,-2.3333333333333335,0.1111111111111111,-0.1111111111111111,0.5555555555555556,0,2,5,9,0,0,2932,995.7246265545436,1002.9823959745298,"Apr 13, 1988",0,0,0,1,4,2,0,0,2,0
Koji Kitao,0.0,-1.5,1.0,0.0,0.5,2,0,2,4,0,0,3293,999.3983581578062,1002.746078994755,"Oct 12, 1963",1,1,1,1,0,0,0,0,0,0
Satoru Kitaoka,0.0,-27.0,-1.2,1.4,0.4,0,3,2,5,1,0,2894,1041.7906266781624,988.7067462629648,"Feb 04, 1980",1,1,0,0,1,0,0,0,1,1
Top Noi Kiwram,0.2,12.8,-0.2,-2.4,0.4,0,3,2,5,0,0,2117,1009.6944555671253,982.726984954414,"Aug 15, 1992",0,0,0,1,1,1,0,0,1,1
Ludovit Klein,0.375,0.125,0.875,-0.375,0.625,3,0,5,8,0,0,1266,1004.062105463762,1045.5637388210305,"Feb 22, 1995",1,1,0,1,0,3,0,0,1,0
Seth Kleinbeck,0.0,1.0,0.0,-1.0,0.5,0,2,2,4,0,0,3401,1015.3543114229228,999.7659105638593,"Jul 25, 1973",2,2,0,0,0,0,0,0,0,0
Stefan Klever,-1.0,-11.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Felix Klinkhammer,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Drakkar Klose,0.1,15.5,0.5,-0.4,0.8,2,0,8,10,0,0,3436,1015.0677424917942,1086.3195864691138,"Mar 09, 1988",1,1,0,0,2,5,0,0,0,1
Michael Knaap,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,608,1114.6800324288952,977.7424247551153,"Feb 27, 1984",0,0,1,1,0,0,0,0,0,0
Kevin Knabjian,-2.0,-7.0,0.0,0.0,0.0,0,2,0,2,0,0,757,1056.1126532287983,972.527123283492,"Jul 05, 1984",1,1,0,0,0,0,0,0,0,0
Jason Knight,0.3,-0.8,-1.4,1.2,0.4,0,4,4,10,0,0,483,1070.4606652118669,990.3484701642114,"Jul 14, 1992",1,1,0,1,2,3,0,0,1,1
William Knight,0.09090909090909091,-3.4545454545454546,0.0,0.2727272727272727,0.6363636363636364,0,3,7,11,0,0,3614,999.9761076520056,1024.6512442049743,"Apr 03, 1988",3,3,0,0,3,2,0,0,0,0
Josefine Knutsson,0.0,28.6,2.6,0.0,1.0,5,0,5,5,0,0,980,973.6951764383102,1070.3959929858302,"Jan 16, 1996",0,0,0,0,3,2,0,0,0,0
Isao Kobayashi,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Oct 28, 1988",0,0,0,0,0,0,0,0,0,0
Kelly Kobold,0.0,-16.0,0.0,-1.0,0.0,0,2,0,2,0,0,228,1162.5748653726623,981.629537453331,"Feb 25, 1983",0,0,0,0,1,1,0,0,0,0
Erik Koch,0.058823529411764705,-2.7058823529411766,-0.5294117647058824,0.5294117647058824,0.5882352941176471,1,0,10,17,0,0,2128,1009.5151640626284,1033.6403377443721,"Oct 04, 1988",3,3,0,2,5,4,0,0,0,0
Sokun Koh,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Shingo Kohara,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,948.2337230430078,1027.8739306203415,--,1,1,0,0,0,0,0,0,0,0
Brad Kohler,0.5,4.5,2.0,-0.5,0.5,2,0,2,4,0,0,3779,985.6453138117303,1000.4041583004034,"May 26, 1964",1,1,1,1,0,0,0,0,0,0
Charlie Kohler,0.0,-13.0,-1.5,1.0,0.0,0,4,0,4,0,0,2132,1022.2505138607399,941.5955709086339,"Jul 16, 1976",2,2,0,0,0,0,0,0,0,0
Tsuyoshi Kohsaka,-0.3333333333333333,-3.25,0.16666666666666666,0.5,0.5,0,1,6,12,0,0,4084,1041.9343331699954,1010.4226243033042,"Mar 06, 1970",5,4,0,0,2,1,0,0,0,0
Kaloyan Kolev,-1.0,-15.0,3.0,0.0,0.0,0,2,0,2,0,0,1469,1023.2652492355122,969.4695015289755,"Oct 17, 1992",1,1,0,0,0,0,0,0,0,0
John Kolosci,0.0,-1.5,0.0,-2.5,0.0,0,4,0,4,0,0,3640,1022.2505138607399,941.5955709086339,"Nov 26, 1974",0,0,1,1,1,1,0,0,0,0
Yuki Kondo,0.16666666666666666,-9.916666666666666,-1.6666666666666667,-0.25,0.25,0,6,3,12,1,0,2365,1062.5377209380806,937.4784241492246,"Jul 17, 1975",3,2,0,1,1,3,0,0,2,0
Syuri Kondo,-0.2,-8.6,-0.2,0.2,0.4,0,3,2,5,0,0,1966,991.130371094862,978.685052414556,"Feb 08, 1989",1,0,0,0,0,2,0,0,1,1
Cheick Kongo,0.043478260869565216,18.608695652173914,-0.391304347826087,-0.17391304347826086,0.6521739130434783,0,1,15,23,0,0,4735,1032.5492324856084,1094.3814991432623,"May 17, 1975",5,8,0,1,1,3,1,0,2,1
Andrei Kopylov,0.0,-24.0,0.0,0.0,0.0,0,2,0,2,0,0,4464,1048.3593503455577,971.8107734005054,"Jul 16, 1965",1,1,0,0,0,0,0,0,0,0
Roman Kopylov,0.5714285714285714,4.714285714285714,-0.14285714285714285,-0.42857142857142855,0.5714285714285714,4,0,4,7,0,0,2698,1021.1490336804251,1028.1524749837042,"May 04, 1991",2,2,1,1,1,0,0,0,0,0
Bruno Korea,-1.5,-13.0,-1.5,-1.5,0.0,0,4,0,4,0,0,1904,1022.2505138607399,941.5955709086339,"Jun 28, 1991",1,1,1,1,0,0,0,0,0,0
Andrey Koreshkov,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Aug 23, 1990",0,0,0,0,0,0,0,0,0,0
Josh Koscheck,-0.1111111111111111,-3.1481481481481484,1.1851851851851851,-0.7037037037037037,0.5925925925925926,0,5,16,27,1,0,4500,1064.7461421153446,1058.8200008394074,"Nov 30, 1977",4,7,3,3,4,4,0,0,2,0
Steven Koslow,0.0,-42.0,5.0,1.0,0.0,0,2,0,2,0,0,328,1051.7662769569924,972.1260693796585,"Jan 22, 1997",1,1,0,0,0,0,0,0,0,0
Naoyuki Kotani,-0.5,-14.375,-1.0,-0.125,0.0,0,8,0,8,0,0,3220,1028.857020227042,895.1289125569762,"Dec 08, 1981",1,3,1,0,2,1,0,0,0,0
Ilya Kotau,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Iouri Kotchkine,0.0,-32.0,-3.0,-1.0,0.0,0,2,0,2,0,0,1825,1110.5305389334735,977.3874804060317,--,1,1,0,0,0,0,0,0,0,0
Matt Kovacs,0.0,-51.0,1.0,-4.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Marcus Kowal,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Karolina Kowalkiewicz,-0.05555555555555555,9.444444444444445,-0.5555555555555556,-0.05555555555555555,0.6111111111111112,4,0,11,18,1,0,4746,1024.9501384525474,1057.6368607368177,"Oct 15, 1985",1,0,1,2,4,8,0,0,1,1
Steve Kozola,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Derrick Krantz,-0.6666666666666666,-16.333333333333332,1.6666666666666667,0.3333333333333333,0.0,0,3,0,3,0,0,2428,1084.9566229895709,963.431188272677,"Jan 13, 1988",1,1,0,0,0,1,0,0,0,0
James Krause,-0.058823529411764705,9.470588235294118,-0.29411764705882354,0.17647058823529413,0.5882352941176471,1,0,10,17,0,0,3429,1033.8556232430199,1076.059665676257,"Jun 04, 1986",3,1,2,2,3,4,0,0,1,1
Pascal Krauss,-0.6,18.8,-0.6,0.2,0.6,0,1,3,5,0,0,506,1011.7476710558515,1015.0394786442621,"Apr 19, 1987",0,1,0,0,3,1,0,0,0,0
Rene Kronvold,0.0,-6.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1050.2066460538222,971.9818292535059,--,0,0,1,1,0,0,0,0,0,0
Kaynan Kruschewsky,0.0,10.0,1.0,1.0,1.0,2,0,2,2,0,0,2731,976.7347507644877,1030.5304984710244,"Apr 04, 1991",0,0,1,1,0,0,0,0,0,0
Jorgen Kruth,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"May 08, 1974",0,0,0,0,0,0,0,0,0,0
Nikita Krylov,0.21052631578947367,13.368421052631579,-0.3684210526315789,0.15789473684210525,0.5789473684210527,3,0,11,19,0,0,2201,1046.256927373412,1074.2298345931245,"Mar 07, 1992",1,5,7,2,3,0,0,0,0,1
Mariusz Ksiazkiewicz,0.0,-37.0,4.0,1.0,0.0,0,2,0,2,0,0,2235,1023.2652492355122,969.4695015289755,"Oct 04, 1989",0,0,0,0,1,1,0,0,0,0
Junya Kudo,0.0,-7.0,-2.0,-1.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,1,1,0,0,0,0,0,0
John Kuhner,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1246,976.7347507644877,1030.5304984710244,"Oct 12, 1982",0,0,1,1,0,0,0,0,0,0
Michael Kuiper,0.8,-3.4,-1.4,-1.4,0.2,0,2,1,5,0,0,218,1005.9150783146258,955.4373861123523,"Jun 07, 1989",0,1,0,2,1,1,0,0,0,0
Anton Kuivanen,0.0,3.0,-2.25,-0.5,0.25,0,1,1,4,0,0,1400,1011.7516728914576,971.6498762848526,"May 01, 1984",0,0,1,0,1,1,0,0,0,1
Maiju Kujala,0.0,-18.0,-2.0,0.0,0.0,0,2,0,2,0,0,1825,1046.7290031857592,971.6596234902873,--,0,0,0,0,1,1,0,0,0,0
Sumit Kumar,0.0,-28.0,4.0,0.0,0.0,0,2,0,2,0,0,830,1050.6258139968934,972.0206117179989,"Sep 09, 2000",0,0,0,0,1,1,0,0,0,0
Aleksei Kunchenko,0.0,7.6,-0.6,0.0,0.6,0,2,3,5,0,0,3975,1086.1383263624296,1029.6893259572762,"May 02, 1984",0,0,0,0,3,2,0,0,0,0
Rizvan Kuniev,0.0,61.0,3.0,0.0,1.0,2,0,2,2,0,0,1462,976.7347507644877,1030.5304984710244,"Oct 03, 1992",1,1,0,0,0,0,0,0,0,0
Keigo Kunihara,0.0,-11.0,2.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,1,1,0,0,0,0,0,0
Kiichi Kunimoto,-0.3333333333333333,-15.833333333333334,0.0,-0.16666666666666666,0.6666666666666666,0,2,4,6,0,0,4064,1013.0219128527992,1027.8974127157883,"May 01, 1981",0,0,1,1,0,0,0,0,1,1
Leo Kuntz,-0.3333333333333333,-24.333333333333332,-1.3333333333333333,-1.0,0.0,0,3,0,3,0,0,2619,1016.4524623913184,954.306624584989,"Oct 03, 1983",0,0,1,1,0,0,0,0,1,0
Korey Kuppe,0.0,-9.0,-4.0,1.0,0.0,0,2,0,2,0,0,2433,994.7734619258493,966.7944528546583,"Jan 23, 1989",0,0,0,0,1,1,0,0,0,0
Ramazan Kuramagomedov,0.0,38.0,1.0,0.0,1.0,2,0,2,2,0,0,756,976.7347507644877,1030.5304984710244,"Aug 23, 1996",0,0,0,0,0,0,0,0,1,1
Tsuyoshi Kurihara,-1.0,-2.0,0.0,0.0,0.0,0,2,0,2,0,0,2705,1051.7662769569924,972.1260693796585,"Jul 13, 1973",1,1,0,0,0,0,0,0,0,0
Eldari Kurtanidze,-1.0,-7.0,0.0,0.0,0.0,0,2,0,2,0,0,3552,1057.2584230785333,972.6326115584225,"Apr 16, 1972",1,1,0,0,0,0,0,0,0,0
Kyle Kurtz,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Guram Kutateladze,0.25,-2.75,-2.5,0.0,0.5,0,2,2,4,0,0,2372,1026.1138857072945,1001.950013935549,"Jan 08, 1992",1,0,0,0,0,0,0,0,2,1
Lina Kvokov,0.0,-17.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Kaleo Kwan,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,5042,1023.2652492355122,969.4695015289755,"Aug 01, 1970",0,0,0,0,1,1,0,0,0,0
Jarrod Kwitty,0.0,-29.0,4.0,1.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Mike Kyle,0.15,2.45,-0.3,-0.6,0.4,0,1,8,20,0,0,2850,1024.623434190427,1007.5820892393862,"Mar 31, 1980",4,6,1,4,1,1,0,0,0,0
Achmed Labasanov,0.0,-7.0,4.0,0.0,0.0,0,2,0,2,0,0,299,1017.8333801750252,968.9598392926948,"Apr 24, 1978",0,0,0,0,0,0,0,0,1,1
Josh LaBerge,0.0,4.0,-1.0,0.0,1.0,2,0,2,2,0,0,1825,948.2337230430078,1027.8739306203415,--,1,1,0,0,0,0,0,0,0,0
Jeremiah Labiano,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Daniel Lacerda,0.0,-22.333333333333332,0.5,-0.16666666666666666,0.0,0,5,0,6,0,0,839,1032.3577138195824,934.8914876641887,"Jun 05, 1996",2,2,1,0,0,0,0,0,0,0
Luan Lacerda,0.0,-28.0,0.6666666666666666,0.3333333333333333,0.0,0,3,0,3,0,0,1979,1046.916746771971,958.3240718887608,"Jan 07, 1993",1,0,0,0,1,1,0,0,0,0
Kemran Lachinov,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Aspen Ladd,0.0,-10.25,0.75,0.375,0.625,0,2,5,8,0,0,776,1020.9530688659185,1027.357805058956,"Mar 01, 1995",3,2,0,0,1,2,0,0,0,0
Ryan LaFlare,-0.25,19.166666666666668,1.25,-0.25,0.75,0,1,9,12,0,0,3664,1039.415508968584,1085.0167131535843,"Oct 01, 1983",0,2,0,0,4,6,0,0,0,0
Corinne Laframboise,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Ben Lagman,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,38,1023.2652492355122,969.4695015289755,"Sep 04, 1986",1,1,0,0,0,0,0,0,0,0
Noad Lahat,-0.6,11.2,0.2,1.0,0.4,0,1,2,5,0,0,2440,1007.7975347965443,988.132244260976,"Jun 08, 1984",1,2,0,0,1,0,0,1,0,0
Tina Lahdemaki,0.0,-41.0,-5.0,-2.0,0.0,0,2,0,2,0,0,420,1023.2652492355122,969.4695015289755,"May 28, 1988",0,0,0,0,1,1,0,0,0,0
Yohan Lainesse,0.6,-6.0,0.0,-0.4,0.6,0,1,3,5,0,0,2027,993.9508081060801,1011.2153300350222,"Aug 14, 1992",2,1,0,1,0,0,0,0,1,0
Tim Lajcik,0.0,-8.666666666666666,-0.6666666666666666,-1.3333333333333333,0.0,0,5,0,6,0,0,4403,1017.5278881617136,929.3866002485648,"Jun 21, 1965",1,2,0,0,1,1,0,0,0,0
Todd Lally,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,1,1,0,0,0,0,0,0
Sean Lally,-1.0,-22.0,0.0,0.0,0.0,0,2,0,2,0,0,957,1023.2652492355122,969.4695015289755,"Nov 04, 1990",1,1,0,0,0,0,0,0,0,0
Ricardo Lamas,-0.11538461538461539,2.8846153846153846,0.34615384615384615,0.23076923076923078,0.6538461538461539,1,0,17,26,1,0,4855,1044.4371750613018,1100.563171206003,"May 21, 1982",5,7,2,1,4,6,0,0,1,0
Jason Lambert,0.0,7.222222222222222,-1.1111111111111112,0.2222222222222222,0.5555555555555556,0,3,5,9,0,0,3024,1020.5081127065667,1009.9586421221937,"Jun 03, 1975",5,1,1,2,0,0,0,0,0,0
Jose Landi-Jons,0.0,3.3333333333333335,-1.0,1.6666666666666667,0.0,0,3,0,3,0,0,1270,1026.7785161938646,955.8375225205144,"Sep 09, 1973",0,0,0,1,1,1,0,0,0,0
Nate Landwehr,-0.625,4.5,0.125,0.375,0.5,0,1,4,8,0,0,3662,1033.5046749864584,1014.377427381279,"Jun 06, 1988",2,1,1,1,1,1,1,0,0,0
Austen Lane,-0.5,4.166666666666667,-0.3333333333333333,0.0,0.3333333333333333,0,1,2,6,0,0,3963,999.8046730826022,985.8068292480986,"Nov 09, 1987",2,3,0,0,0,0,0,0,0,0
Aaron Lanfranco,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,183,945.9537086945838,1027.6633740158927,"Aug 26, 1986",1,1,0,0,0,0,0,0,0,0
Jeremy Lang,0.0,-3.0,3.0,1.0,0.0,0,2,0,2,0,0,2950,993.8066653097835,966.7037960623472,"May 11, 1975",0,0,1,1,0,0,0,0,0,0
Lionel Lanham,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,2157,1023.2652492355122,969.4695015289755,"Aug 31, 1980",1,1,0,0,0,0,0,0,0,0
Lina Lansberg,0.14285714285714285,-17.428571428571427,-1.2142857142857142,-0.14285714285714285,0.35714285714285715,0,4,5,14,0,0,5827,1036.0555518352842,960.6827854474585,"Mar 13, 1982",2,2,1,0,3,5,0,1,0,0
Taylor Lapilus,0.2857142857142857,29.428571428571427,-1.0,0.42857142857142855,0.8571428571428571,3,0,6,7,0,0,2344,991.6823884546942,1070.3645584615704,"Apr 08, 1992",1,0,0,0,2,4,0,0,0,0
Chad Laprise,-0.09090909090909091,11.636363636363637,0.09090909090909091,0.0,0.6363636363636364,0,2,7,11,2,2,2701,1003.6477535577956,1031.1167479504238,"Jul 23, 1986",0,6,0,0,0,2,0,0,1,2
Anthony Lapsley,-0.6666666666666666,0.6666666666666666,-2.6666666666666665,-2.6666666666666665,0.0,0,3,0,3,0,0,3380,1043.226925825895,957.7817971016153,"Feb 13, 1980",0,1,0,0,1,1,0,0,0,0
